0 0 9.659
0 5 9.659
0 10 9.659
0 15 9.659
0 20 9.659
0 25 9.659
0 30 9.659
0 35 9.659
0 40 9.659
0 45 9.659
0 50 9.659
0 55 9.659
0 60 9.659
0 65 9.659
0 70 9.659
0 75 9.659
0 80 9.659
0 85 9.659
0 90 9.659
0 95 9.659
0 100 9.659
0 105 9.659
0 110 9.659
0 115 9.659
0 120 9.659
0 125 9.659
0 130 9.659
0 135 9.659
0 140 9.659
0 145 9.659
0 150 9.659
0 155 9.659
0 160 9.659
0 165 9.659
0 170 9.659
0 175 9.659
0 180 9.659
0 185 9.659
0 190 9.659
0 195 9.659
0 200 9.659
0 205 9.659
0 210 9.659
0 215 9.659
0 220 9.659
0 225 9.659
0 230 9.659
0 235 9.659
0 240 9.659
0 245 9.659
0 250 9.659
0 255 9.659
0 260 9.659
0 265 9.659
0 270 9.659
0 275 9.659
0 280 9.659
0 285 9.659
0 290 9.659
0 295 9.659
0 300 9.659
0 305 9.659
0 310 9.659
0 315 9.659
0 320 9.659
0 325 9.659
0 330 9.659
0 335 9.659
0 340 9.659
0 345 9.659
0 350 9.659
0 355 9.659
5 0 3.152
5 5 2.982
5 10 3.168
5 15 4.386
5 20 4.613
5 25 4.384
5 30 4.572
5 35 4.640
5 40 5.167
5 45 5.286
5 50 5.626
5 55 6.672
5 60 6.939
5 65 7.455
5 70 7.869
5 75 7.906
5 80 7.770
5 85 7.837
5 90 6.848
5 95 7.837
5 100 7.770
5 105 7.906
5 110 7.869
5 115 7.455
5 120 6.939
5 125 6.672
5 130 5.626
5 135 5.286
5 140 5.167
5 145 4.640
5 150 4.572
5 155 4.384
5 160 4.613
5 165 4.386
5 170 3.168
5 175 2.982
5 180 3.152
5 185 2.982
5 190 3.168
5 195 4.386
5 200 4.613
5 205 4.384
5 210 4.572
5 215 4.640
5 220 5.167
5 225 5.286
5 230 5.626
5 235 6.672
5 240 6.939
5 245 7.455
5 250 7.869
5 255 7.906
5 260 7.770
5 265 7.837
5 270 6.848
5 275 7.837
5 280 7.770
5 285 7.906
5 290 7.869
5 295 7.455
5 300 6.939
5 305 6.672
5 310 5.626
5 315 5.286
5 320 5.167
5 325 4.640
5 330 4.572
5 335 4.384
5 340 4.613
5 345 4.386
5 350 3.168
5 355 2.982
10 0 0.650
10 5 0.794
10 10 0.571
10 15 0.809
10 20 0.849
10 25 1.079
10 30 1.168
10 35 1.331
10 40 1.481
10 45 1.745
10 50 2.596
10 55 3.224
10 60 3.422
10 65 4.042
10 70 4.605
10 75 5.338
10 80 6.265
10 85 6.686
10 90 5.931
10 95 6.686
10 100 6.265
10 105 5.338
10 110 4.605
10 115 4.042
10 120 3.422
10 125 3.224
10 130 2.596
10 135 1.745
10 140 1.481
10 145 1.331
10 150 1.168
10 155 1.079
10 160 0.849
10 165 0.809
10 170 0.571
10 175 0.794
10 180 0.650
10 185 0.794
10 190 0.571
10 195 0.809
10 200 0.849
10 205 1.079
10 210 1.168
10 215 1.331
10 220 1.481
10 225 1.745
10 230 2.596
10 235 3.224
10 240 3.422
10 245 4.042
10 250 4.605
10 255 5.338
10 260 6.265
10 265 6.686
10 270 5.931
10 275 6.686
10 280 6.265
10 285 5.338
10 290 4.605
10 295 4.042
10 300 3.422
10 305 3.224
10 310 2.596
10 315 1.745
10 320 1.481
10 325 1.331
10 330 1.168
10 335 1.079
10 340 0.849
10 345 0.809
10 350 0.571
10 355 0.794
15 0 0.159
15 5 0.223
15 10 0.164
15 15 0.235
15 20 0.265
15 25 0.304
15 30 0.402
15 35 0.558
15 40 0.560
15 45 0.562
15 50 1.124
15 55 1.175
15 60 1.970
15 65 2.167
15 70 2.622
15 75 3.289
15 80 4.577
15 85 5.138
15 90 5.773
15 95 5.138
15 100 4.577
15 105 3.289
15 110 2.622
15 115 2.167
15 120 1.970
15 125 1.175
15 130 1.124
15 135 0.562
15 140 0.560
15 145 0.558
15 150 0.402
15 155 0.304
15 160 0.265
15 165 0.235
15 170 0.164
15 175 0.223
15 180 0.159
15 185 0.223
15 190 0.164
15 195 0.235
15 200 0.265
15 205 0.304
15 210 0.402
15 215 0.558
15 220 0.560
15 225 0.562
15 230 1.124
15 235 1.175
15 240 1.970
15 245 2.167
15 250 2.622
