0 0 2.372
0 5 2.372
0 10 2.372
0 15 2.372
0 20 2.372
0 25 2.372
0 30 2.372
0 35 2.372
0 40 2.372
0 45 2.372
0 50 2.372
0 55 2.372
0 60 2.372
0 65 2.372
0 70 2.372
0 75 2.372
0 80 2.372
0 85 2.372
0 90 2.372
0 95 2.372
0 100 2.372
0 105 2.372
0 110 2.372
0 115 2.372
0 120 2.372
0 125 2.372
0 130 2.372
0 135 2.372
0 140 2.372
0 145 2.372
0 150 2.372
0 155 2.372
0 160 2.372
0 165 2.372
0 170 2.372
0 175 2.372
0 180 2.372
0 185 2.372
0 190 2.372
0 195 2.372
0 200 2.372
0 205 2.372
0 210 2.372
0 215 2.372
0 220 2.372
0 225 2.372
0 230 2.372
0 235 2.372
0 240 2.372
0 245 2.372
0 250 2.372
0 255 2.372
0 260 2.372
0 265 2.372
0 270 2.372
0 275 2.372
0 280 2.372
0 285 2.372
0 290 2.372
0 295 2.372
0 300 2.372
0 305 2.372
0 310 2.372
0 315 2.372
0 320 2.372
0 325 2.372
0 330 2.372
0 335 2.372
0 340 2.372
0 345 2.372
0 350 2.372
0 355 2.372
5 0 0.267
5 5 0.170
5 10 0.775
5 15 0.516
5 20 0.656
5 25 0.887
5 30 0.433
5 35 0.508
5 40 0.574
5 45 0.614
5 50 0.851
5 55 1.212
5 60 1.457
5 65 1.900
5 70 2.192
5 75 2.983
5 80 3.305
5 85 3.758
5 90 3.009
5 95 3.758
5 100 3.305
5 105 2.983
5 110 2.192
5 115 1.900
5 120 1.457
5 125 1.212
5 130 0.851
5 135 0.614
5 140 0.574
5 145 0.508
5 150 0.433
5 155 0.887
5 160 0.656
5 165 0.516
5 170 0.775
5 175 0.170
5 180 0.267
5 185 0.170
5 190 0.775
5 195 0.516
5 200 0.656
5 205 0.887
5 210 0.433
5 215 0.508
5 220 0.574
5 225 0.614
5 230 0.851
5 235 1.212
5 240 1.457
5 245 1.900
5 250 2.192
5 255 2.983
5 260 3.305
5 265 3.758
5 270 3.009
5 275 3.758
5 280 3.305
5 285 2.983
5 290 2.192
5 295 1.900
5 300 1.457
5 305 1.212
5 310 0.851
5 315 0.614
5 320 0.574
5 325 0.508
5 330 0.433
5 335 0.887
5 340 0.656
5 345 0.516
5 350 0.775
5 355 0.170
10 0 0.010
10 5 0.013
10 10 0.153
10 15 0.005
10 20 0.033
10 25 0.057
10 30 0.171
10 35 0.012
10 40 0.016
10 45 0.053
10 50 0.201
10 55 0.332
10 60 0.524
10 65 0.715
10 70 0.830
10 75 1.904
10 80 3.061
10 85 3.399
10 90 3.903
10 95 3.399
10 100 3.061
10 105 1.904
10 110 0.830
10 115 0.715
10 120 0.524
10 125 0.332
10 130 0.201
10 135 0.053
10 140 0.016
10 145 0.012
10 150 0.171
10 155 0.057
10 160 0.033
10 165 0.005
10 170 0.153
10 175 0.013
10 180 0.010
10 185 0.013
10 190 0.153
10 195 0.005
10 200 0.033
10 205 0.057
10 210 0.171
10 215 0.012
10 220 0.016
10 225 0.053
10 230 0.201
10 235 0.332
10 240 0.524
10 245 0.715
10 250 0.830
10 255 1.904
10 260 3.061
10 265 3.399
10 270 3.903
10 275 3.399
10 280 3.061
10 285 1.904
10 290 0.830
10 295 0.715
10 300 0.524
10 305 0.332
10 310 0.201
10 315 0.053
10 320 0.016
10 325 0.012
10 330 0.171
10 335 0.057
10 340 0.033
10 345 0.005
10 350 0.153
10 355 0.013
15 0 0.000
15 5 0.000
15 10 0.000
15 15 0.000
15 20 0.001
15 25 0.019
15 30 0.171
15 35 0.007
15 40 0.004
15 45 0.010
15 50 0.052
15 55 0.101
15 60 0.097
15 65 0.228
15 70 0.613
15 75 1.477
15 80 2.601
15 85 3.511
15 90 4.409
15 95 3.511
15 100 2.601
15 105 1.477
15 110 0.613
15 115 0.228
15 120 0.097
15 125 0.101
15 130 0.052
15 135 0.010
15 140 0.004
15 145 0.007
15 150 0.171
15 155 0.019
15 160 0.001
15 165 0.000
15 170 0.000
15 175 0.000
15 180 0.000
15 185 0.000
15 190 0.000
15 195 0.000
15 200 0.001
15 205 0.019
15 210 0.171
15 215 0.007
15 220 0.004
15 225 0.010
15 230 0.052
15 235 0.101
15 240 0.097
15 245 0.228
15 250 0.613
15 255 1.477
15 260 2.601
15 265 3.511
15 270 4.409
15 275 3.511
15 280 2.601
15 285 1.477
15 290 0.613
15 295 0.228
15 300 0.097
15 305 0.101
15 310 0.052
15 315 0.010
15 320 0.004
15 325 0.007
15 330 0.171
15 335 0.019
15 340 0.001
15 345 0.000
15 350 0.000
15 355 0.000
20 0 0.000
20 5 0.000
20 10 0.000
20 15 0.000
20 20 0.001
20 25 0.000
20 30 0.003
20 35 0.001
20 40 0.002
20 45 0.004
20 50 0.007
20 55 0.009
20 60 0.023
20 65 0.081
20 70 0.406
20 75 0.805
20 80 1.939
20 85 3.708
20 90 4.228
20 95 3.708
20 100 1.939
20 105 0.805
20 110 0.406
20 115 0.081
20 120 0.023
20 125 0.009
20 130 0.007
20 135 0.004
20 140 0.002
20 145 0.001
20 150 0.003
20 155 0.000
20 160 0.001
20 165 0.000
20 170 0.000
20 175 0.000
20 180 0.000
20 185 0.000
20 190 0.000
20 195 0.000
20 200 0.001
20 205 0.000
20 210 0.003
20 215 0.001
20 220 0.002
20 225 0.004
20 230 0.007
20 235 0.009
20 240 0.023
20 245 0.081
20 250 0.406
20 255 0.805
20 260 1.939
20 265 3.708
20 270 4.228
20 275 3.708
20 280 1.939
20 285 0.805
20 290 0.406
20 295 0.081
20 300 0.023
20 305 0.009
20 310 0.007
20 315 0.004
20 320 0.002
20 325 0.001
20 330 0.003
20 335 0.000
20 340 0.001
20 345 0.000
20 350 0.000
